maTTHC;tenTTHC;DoiTuong;LinhVuc;;;;;;
1.012590.H17;THỦ TỤC ĐĂNG KÝ SINH HOẠT TÔN GIÁO TẬP TRUNG (CẤP XÃ);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012585.H17;THỦ TỤC ĐĂNG KÝ THAY ĐỔI NGƯỜI ĐẠI DIỆN CỦA NHÓM SINH HOẠT TÔN GIÁO TẬP TRUNG (CẤP XÃ);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012584.H17;THỦ TỤC ĐỀ NGHỊ THAY ĐỔI ĐỊA ĐIỂM SINH HOẠT TÔN GIÁO TẬP TRUNG TRONG ĐỊA BÀN MỘT XÃ (CÁP XÃ);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012582.H17;THỦ TỤC ĐỀ NGHỊ THAY ĐỔI ĐỊA ĐIỂM SINH HOẠT TÔN GIÁO TẬP TRUNG ĐẾN ĐỊA BÀN XÃ KHÁC (CẤP XÃ);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012657.H17;THỦ TỤC ĐĂNG KÝ THAY ĐỔI NGƯỜI ĐẠI DIỆN CỦA NHÓM SINH HOẠT TÔN GIÁO TẬP TRUNG CỦA NGƯỜI NƯỚC NGOÀI CƯ TRÚ HỢP PHÁP TẠI VIỆT NAM (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012656.H17;THỦ TỤC ĐỀ NGHỊ THAY ĐỔI ĐỊA ĐIỂM SINH HOẠT TÔN GIÁO TẬP TRUNG CỦA NGƯỜI NƯỚC NGOÀI CƯ TRÚ HỢP PHÁP TẠI VIỆT NAM TRONG ĐỊA BÀN MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012653.H17;THỦ TỤC ĐỀ NGHỊ THAY ĐỔI ĐỊA ĐIỂM SINH HOẠT TÔN GIÁO TẬP TRUNG CỦA NGƯỜI NƯỚC NGOÀI CƯ TRÚ HỢP PHÁP TẠI VIỆT NAM ĐẾN ĐỊA BÀN TỈNH KHÁC (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012672.H17;Thủ tục đề nghị công nhận tổ chức tôn giáo có địa bàn hoạt động ở một tỉnh (Cấp Tỉnh);Tổ chức (không bao gồm doanh nghiệp, HTX);Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012664.H17;THỦ TỤC ĐĂNG KÝ SỬA ĐỔI HIẾN CHƯƠNG CỦA TỔ CHỨC TÔN GIÁO CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012661.H17;THỦ TỤC ĐỀ NGHỊ THÀNH LẬP, CHIA, TÁCH, SÁP NHẬP, HỢP NHẤT TỔ CHỨC TÔN GIÁO TRỰC THUỘC CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012659.H17;THỦ TỤC ĐĂNG KÝ THUYÊN CHUYỂN CHỨC SẮC, CHỨC VIỆC, NHÀ TU HÀNH LÀ NGƯỜI ĐANG BỊ BUỘC TỘI HOẶC CHƯA ĐƯỢC XOÁ ÁN TÍCH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012658.H17;THỦ TỤC ĐỀ NGHỊ SINH HOẠT TÔN GIÁO TẬP TRUNG CỦA NGƯỜI NƯỚC NGOÀI CƯ TRÚ HỢP PHÁP TẠI VIỆT NAM (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012648.H17;THỦ TỤC ĐỀ NGHỊ MỜI TỔ CHỨC, CÁ NHÂN NƯỚC NGOÀI VÀO VIỆT NAM THỰC HIỆN HOẠT ĐỘNG TÔN GIÁO Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012646.H17;THỦ TỤC ĐỀ NGHỊ MỜI CHỨC SẮC, NHÀ TU HÀNH LÀ NGƯỜI NƯỚC NGOÀI ĐẾN GIẢNG ĐẠO CHO TỔ CHỨC ĐƯỢC CẤP CHỨNG NHẬN ĐĂNG KÝ HOẠT ĐỘNG TÔN GIÁO CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012645.H17;THỦ TỤC ĐỀ NGHỊ THAY ĐỔI TÊN CỦA TỔ CHỨC TÔN GIÁO, TỔ CHỨC TÔN GIÁO TRỰC THUỘC CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012641.H17;THỦ TỤC ĐỀ NGHỊ CẤP ĐĂNG KÝ PHÁP NHÂN PHI THƯƠNG MẠI CHO TỔ CHỨC TÔN GIÁO TRỰC THUỘC CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012639.H17;THỦ TỤC ĐỀ NGHỊ TỰ GIẢI THỂ CỦA TỔ CHỨC TÔN GIÁO CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH THEO QUY ĐỊNH CỦA HIẾN CHƯƠNG (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012637.H17;THỦ TỤC ĐỀ NGHỊ GIẢI THỂ TỔ CHỨC TÔN GIÁO TRỰC THUỘC CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH THEO QUY ĐỊNH CỦA HIẾN CHƯƠNG CỦA TỔ CHỨC  (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012632.H17;THỦ TỤC ĐỀ NGHỊ CẤP CHỨNG NHẬN ĐĂNG KÝ HOẠT ĐỘNG TÔN GIÁO CHO TỔ CHỨC CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012629.H17;THỦ TỤC ĐĂNG KÝ NGƯỜI ĐƯỢC BỔ NHIỆM, BẦU CỬ, SUY CỬ LÀM CHỨC VIỆC ĐỐI VỚI CÁC TRƯỜNG HỢP QUY ĐỊNH TẠI KHOẢN 2 ĐIỀU 34 CỦA LUẬT TÍN NGƯỠNG, TÔN GIÁO (CẤP TỈNH(;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012628.H17;THỦ TỤC ĐĂNG KÝ NGƯỜI ĐƯỢC BỔ NHIỆM, BẦU CỬ, SUY CỬ LÀM CHỨC VIỆC CỦA TỔ CHỨC ĐƯỢC CẤP CHỨNG NHẬN ĐĂNG KÝ HOẠT ĐỘNG TÔN GIÁO CÓ ĐỊA BÀN HOẠT ĐỘNG Ở MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012616.H17;THỦ TỤC ĐĂNG KÝ MỞ LỚP BỒI DƯỠNG VỀ TÔN GIÁO CHO NGƯỜI CHUYÊN HOẠT ĐỘNG TÔN GIÁO (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012607.H17;THỦ TỤC ĐỀ NGHỊ TỔ CHỨC ĐẠI HỘI CỦA TỔ CHỨC TÔN GIÁO, TỔ CHỨC TÔN GIÁO TRỰC THUỘC, TỔ CHỨC ĐƯỢC CẤP CHỨNG NHẬN ĐĂNG KÝ HOẠT ĐỘNG TÔN GIÁO CÓ ĐỊA BÀN HOẠT ĐỘNG Ở NHIỀU XÃ THUỘC MỘT TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012606.H17;THỦ TỤC ĐỀ NGHỊ TỔ CHỨC CUỘC LỄ NGOÀI CƠ SỞ TÔN GIÁO, ĐỊA ĐIỂM HỢP PHÁP ĐÃ ĐĂNG KÝ CÓ QUY MÔ TỔ CHỨC Ở NHIỀU XÃ THUỘC MỘT TỈNH HOẶC Ở NHIỀU TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012605.H17;THỦ TỤC ĐỀ NGHỊ GIẢNG ĐẠO NGOÀI ĐỊA BÀN PHỤ TRÁCH, CƠ SỞ TÔN GIÁO, ĐỊA ĐIỂM HỢP PHÁP ĐÃ ĐĂNG KÝ CÓ QUY MÔ TỔ CHỨC Ở NHIỀU XÃ THUỘC MỘT TỈNH HOẶC Ở NHIỀU TỈNH (CẤP TỈNH);"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Tín ngưỡng, tôn giáo (Dân tộc và Tôn giáo);;;;;;
1.012687.H17;Phê duyệt điều chỉnh phân khu chức năng của khu rừng đặc dụng thuộc địa phương quản lý;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Lâm nghiệp (Bộ Nông nghiệp và Môi trường);;;;;;
1.012689.H17;Quyết định chuyển mục đích sử dụng rừng sang mục đích khác đối với tổ chức;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012690.H17;Phê duyệt Phương án sử dụng rừng đối với các công trình kết cấu hạ tầng phục vụ bảo vệ và phát triển rừng thuộc địa phương quản lý;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012691.H17;Quyết định thu hồi rừng đối với tổ chức tự nguyện trả lại rừng;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012692.H17;Quyết định điều chỉnh chủ trương chuyển mục đích sử dụng rừng sang mục đích khác;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012694.H17;Quyết định chuyển mục đích sử dụng rừng sang mục đích khác đối với cá nhân;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012695.H17;Quyết định thu hồi rừng đối với hộ gia đình, cá nhân và cộng đồng dân cư tự nguyện trả lại rừng;"Công dân Việt Nam; Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.012822;Hỗ trợ người hoàn thành chương trình cai nghiện ma túy tại các cơ sở cai nghiện tập trung trên địa bàn thành phố Đà Nẵng, có thời gian sau cai nghiện đủ 05 năm trở lên không tái sử dụng trái phép chất ma túy;Công dân Việt Nam;Phòng, chống tệ nạn xã hội (Bộ Y tế);;;;;;
1.012823;"Thủ tục thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng cho người cao tuổi từ đủ 75 tuổi đến 80 tuổi mà không có lương hưu, trợ cấp bảo hiểm xã hội hàng tháng, trợ cấp xã hội hàng tháng; Người mắc bệnh ung thư, suy thận mãn chạy thận nhân tạo có giấy chứng nhận của cơ quan y tế có thẩm quyền mà không có lương hưu, tiền lương, trợ cấp bảo hiểm xã hội hàng tháng, trợ cấp xã hội hàng tháng; Người khuyết tật nhẹ là thế hệ thứ ba của người hoạt động kháng chiến bị nhiễm chất độc hóa học.";Công dân Việt Nam;Bảo trợ xã hội (Bộ Y tế);;;;;;
1.012824;"Hỗ trợ chi phí mai táng cho người cao tuổi từ đủ 75 tuổi đến 80 tuổi mà không có lương hưu, trợ cấp bảo hiểm xã hội hàng tháng, trợ cấp xã hội hàng tháng; Người mắc bệnh ung thư, suy thận mãn chạy thận nhân tạo có giấy chứng nhận của cơ quan y tế có thẩm quyền mà không có lương hưu, tiền lương, trợ cấp bảo hiểm xã hội hàng tháng, trợ cấp xã hội hàng tháng; Người khuyết tật nhẹ là thế hệ thứ ba của người hoạt động kháng chiến bị nhiễm chất độc hóa học";Công dân Việt Nam;Bảo trợ xã hội (Bộ Y tế);;;;;;
1.012825;Hỗ trợ sinh kế, tự học nghề;Công dân Việt Nam;Phòng, chống tệ nạn xã hội (Bộ Y tế);;;;;;
1.002944.H17;Công bố cơ sở đủ điều kiện sản xuất chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Phòng bệnh (Bộ Y tế);;;;;;
1.012812.H17;Hòa giải tranh chấp đất đai;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012817.H17;Xác định lại diện tích đất ở của hộ gia đình, cá nhân đã được cấp Giấy chứng nhận trước ngày 01 tháng 7 năm 2004;Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012796.H17;Đính chính Giấy chứng nhận đã cấp lần đầu có sai sót;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012791.H17;Thu hồi Giấy chứng nhận đã cấp không đúng quy định của pháp luật đất đai do người sử dụng đất, chủ sở hữu tài sản gắn liền với đất phát hiện và cấp lại Giấy chứng nhận sau khi thu hồi;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012789.H17;Cung cấp thông tin, dữ liệu đất đai.;"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012821.H17;Thẩm định, phê duyệt phương án sử dụng đất;"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012753.H17;Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012756.H17;Đăng ký đất đai lần đầu đối với trường hợp được Nhà nước giao đất để quản lý.;Tổ chức (không bao gồm doanh nghiệp, HTX);Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012766.H17;Xóa đăng ký thuê, cho thuê lại quyền sử dụng đất trong dự án xây dựng kinh doanh kết cấu hạ tầng;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012793.H17;Đăng ký biến động đối với trường hợp thành viên của hộ gia đình hoặc cá nhân đang sử dụng đất thành lập doanh nghiệp tư nhân và sử dụng đất vào hoạt động sản xuất kinh doanh của doanh nghiệp;Doanh nghiệp;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012781.H17;Đăng ký, cấp Giấy chứng nhận đối với thửa đất có diện tích tăng thêm do thay đổi ranh giới so với Giấy chứng nhận đã cấp;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.012782.H17;Đăng ký, cấp Giấy chứng nhận đối với trường hợp cá nhân, hộ gia đình đã được cấp Giấy chứng nhận một phần diện tích vào loại đất ở trước ngày 01 tháng 7 năm 2004, phần diện tích còn lại của thửa đất chưa được cấp Giấy chứng nhận;Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
